财神电视源,#group#
CCTV13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV17,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV5+,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV4K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV8K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
CETV1中国教育1,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub
CETV2中国教育2,http://38.75.136.137:98/gslb/dsdqpub/cetv2.m3u8?auth=testpub
CETV3中国教育3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub
CETV4中国教育4,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub




省区卫视台,#genre#
安徽卫视,https://qsxw.gov.cn/rtmp_export/video11.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
浙江卫视,https://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视,http://111.221.137.234:44330/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视4K,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视4K,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
河北卫视,http://222.223.41.27:8888/hls/16/index.m3u8
北京卫视,http://222.223.41.27:8888/hls/31/index.m3u8
天津卫视,http://222.223.41.27:8888/hls/32/index.m3u8
东方卫视,http://222.223.41.27:8888/hls/42/index.m3u8
重庆卫视,http://222.223.41.27:8888/hls/43/index.m3u8
湖南卫视,http://222.223.41.27:8888/hls/27/index.m3u8
浙江卫视,http://222.223.41.27:8888/hls/28/index.m3u8
江苏卫视,http://222.223.41.27:8888/hls/29/index.m3u8
山东卫视,http://222.223.41.27:8888/hls/34/index.m3u8
河南卫视,http://222.223.41.27:8888/hls/36/index.m3u8
吉林卫视,http://222.223.41.27:8888/hls/47/index.m3u8
辽宁卫视,http://222.223.41.27:8888/hls/33/index.m3u8
黑龙江卫视,http://1.31.14.70:54321/hls/15/index.m3u8
安徽卫视,http://222.223.41.27:8888/hls/30/index.m3u8
四川卫视,http://222.223.41.27:8888/hls/37/index.m3u8
江西卫视,http://222.223.41.27:8888/hls/38/index.m3u8
贵州卫视,http://222.223.41.27:8888/hls/39/index.m3u8
深圳卫视,http://222.223.41.27:8888/hls/40/index.m3u8
湖北卫视,http://222.223.41.27:8888/hls/41/index.m3u8
东南卫视,http://222.223.41.27:8888/hls/44/index.m3u8
广东卫视,http://222.223.41.27:8888/hls/45/index.m3u8
广西卫视,http://222.223.41.27:8888/hls/46/index.m3u8
内蒙古卫视,http://1.31.14.70:54321/hls/55/index.m3u8
内蒙古卫视,http://play1-qk.nmtv.cn/live/2323general.m3u8

浙江卫视,https://stream1.freetv.fun/27bde01f6e5506617bec575ba1293bfc0a149bafe1eb681562f3d956baae616a.m3u8
浙江卫视,https://play-qukan.cztv.com/live/1758879019692345.m3u8
江苏卫视,http://111.170.156.74:3344/地方频道/js.php?id=jsws4kpro

东方卫视,http://106.53.99.30/tv/api.php?id=dfws4k
湖南卫视,http://106.53.99.30/tv/api.php?id=hnws4k
深圳卫视,http://nn.7x9d.cn/深圳最新.php?id=szws4k
东方卫视,http://124.64.182.165:8686/rtp/239.3.1.119:3006
湖南卫视,http://124.64.182.165:8686/rtp/239.3.1.112:3002
山东卫视,http://124.64.182.165:8686/rtp/239.3.1.144:3005
四川卫视,http://124.64.182.165:8686/rtp/239.3.1.131:3001
浙江卫视,http://124.64.182.165:8686/rtp/239.3.1.114:3004
江苏卫视,http://124.64.182.165:8686/rtp/239.3.1.113:3003

江苏卫视,http://314644.me:19999/rtp/239.49.1.62:8000
湖南卫视,http://314644.me:19999/rtp/239.49.1.68:8000
浙江卫视,http://314644.me:19999/rtp/239.49.1.64:8000
东方卫视,http://314644.me:19999/rtp/239.49.1.70:8000
北京卫视,http://314644.me:19999/rtp/239.49.0.253:8000
北京卫视,http://314644.me:19999/rtp/239.49.0.42:8000
深圳卫视,http://314644.me:19999/rtp/239.49.1.28:8000
深圳卫视,http://314644.me:19999/rtp/239.49.1.27:8000
广东卫视,http://314644.me:19999/rtp/239.49.1.26:8000
广东卫视,http://314644.me:19999/rtp/239.49.1.24:8000
山东卫视,http://314644.me:19999/rtp/239.49.1.72:8000
四川卫视,http://314644.me:19999/rtp/239.49.1.66:8000

湖南卫视,http://www.chutouge.top:34022/rtp/239.3.1.112:3002
山东卫视,http://www.chutouge.top:34022/rtp/239.3.1.144:3005
四川卫视,http://www.chutouge.top:34022/rtp/239.3.1.131:3001
浙江卫视,http://www.chutouge.top:34022/rtp/239.3.1.114:3004
江苏卫视,http://www.chutouge.top:34022/rtp/239.3.1.113:3003


安徽地方台,#genre#

阜阳都市文艺,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2854.m3u8?auth_key=4835990545-0-0-80a02249988a1cd7a605401bb3a97442&extra_key=ohSJKJdeEa3QQlgmBxpudi6ezxha2e0nc6NZj3SHRORmaEFCgqd6yS2lGW3j-QQf56tTLDfQMDwAAnYcmDicXDRhX7-vqQx3Y2n2ERhE5FWfT3X--ob2iuEq3JtYdHC_ndaPCeOBQdXbH--HpXp2yu84RkSRTHg6mejJ52Qu7did-D4rWp9iydThnLbjeQ_1 
阜阳生活频道,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2853.m3u8?auth_key=4835990486-0-0-dcdb6cc0aee871a664044ee7a3e83308&extra_key=jiEx28IYtuWJ1_w9kBTIOKIb4qAj8AdUpC907-3A-1heP_ZkcC9shKy2LFM4R9AiQLgQILrQJL1arILWCMAAizwLLRfZ5JckaokxNmuSv2KZs6SyYxsEki45eCNOFysmPiq_XKQRYYjgnOQiBte9knM20QVSjr7_kfGY0ZMQJoKWXhwFqOC7MaahYRl6X9Bv 
阜阳教育频道,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2852.m3u8?auth_key=4835990057-0-0-017419faa93529a4aa5fc283632732ca&extra_key=vQshsQkSOG1FT9Mb763SReA_ScJbWZE1GdTHuMtghVIye3UhXJWOF-WqFU3cuQ-uD1nO3QrpvlmEGnULzFj7L_nbUOgIFmahrvO-Mu8U3Rx4MRBSMj7QUjXKdwK-4_tfiHF9qHU4TLF_9Q9bpL7Sk2xp6AMy4uMlD3O5Hmrnu1w2QzhRwTPxeTmKO9iTZamR
亳州综合,http://zbbf2.ahbztv.com/live/416.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8




数字电视台,#genre#
CCTV兵器科技,http://183.184.48.2:9003/hls/75/index.m3u8
CCTV怀旧剧场,http://183.184.48.2:9003/hls/58/index.m3u8
CCTV世界地理,http://183.184.48.2:9003/hls/59/index.m3u8
CCTV第一剧场,http://183.184.48.2:9003/hls/60/index.m3u8
CCTV风云剧场,http://183.184.48.2:9003/hls/61/index.m3u8
CCTV风云音乐,http://183.184.48.2:9003/hls/62/index.m3u8
CCTV央视台球,http://183.184.48.2:9003/hls/63/index.m3u8
CCTV高尔夫网球,http://183.184.48.2:9003/hls/64/index.m3u8
CCTV女性时尚,http://183.184.48.2:9003/hls/67/index.m3u8
CCTV央视文化精品,http://183.184.48.2:9003/hls/72/index.m3u8
CCTV电视指南,http://183.184.48.2:9003/hls/76/index.m3u8






