苏州央视,#genre#
CCTV8K,http://107.150.60.122/live/cctv8k.m3u8

CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8
CCTV4,https://play.kankanlive.com/live/1698234936258960.m3u8
CCTV6,http://8.138.7.223/tv/1905.php?id=LIVE3YPYZ30E7V1R0
CCTV9,https://play.kankanlive.com/live/1698423397390920.m3u8
CCTV10,https://play.kankanlive.com/live/1698423445959919.m3u8
CCTV11,https://play.kankanlive.com/live/1698423476198918.m3u8
CCTV12,https://play.kankanlive.com/live/1698423511884917.m3u8
CCTV14,https://play.kankanlive.com/live/1698423575756915.m3u8
CCTV15,https://play.kankanlive.com/live/1698423607826914.m3u8
CCTV17,https://play.kankanlive.com/live/1698423272597921.m3u8

CCTV1,https://live.chinacert.cftest5.cn/cnmg/live/608807420
CCTV2,https://live.chinacert.cftest5.cn/cnmg/live/631780532
CCTV3,https://live.chinacert.cftest5.cn/cnmg/live/624878271
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/631780421
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/608807419
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/608807416
CCTV5,https://live.chinacert.cftest5.cn/cnmg/live/641886683
CCTV5+,https://live.chinacert.cftest5.cn/cnmg/live/641886773
CCTV6,https://live.chinacert.cftest5.cn/cnmg/live/624878396
CCTV7,https://live.chinacert.cftest5.cn/cnmg/live/673168121
CCTV8,https://live.chinacert.cftest5.cn/cnmg/live/624878356
CCTV9,https://live.chinacert.cftest5.cn/cnmg/live/673168140
CCTV10,https://live.chinacert.cftest5.cn/cnmg/live/624878405
CCTV11,https://live.chinacert.cftest5.cn/cnmg/live/667987558
CCTV12,https://live.chinacert.cftest5.cn/cnmg/live/673168185
CCTV13,https://live.chinacert.cftest5.cn/cnmg/live/608807423
CCTV14,https://live.chinacert.cftest5.cn/cnmg/live/624878440
CCTV15,https://live.chinacert.cftest5.cn/cnmg/live/673168223
CCTV17,https://live.chinacert.cftest5.cn/cnmg/live/673168256

省级卫视,#genre#
浙江卫视,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws

北京卫视,http://www.frankgb.cn:4022/udp/239.49.8.11:9414
东方卫视,http://www.frankgb.cn:4022/udp/239.49.8.17:9606
浙江卫视,http://www.frankgb.cn:4022/udp/239.49.8.20:9618
江苏卫视,http://www.frankgb.cn:4022/udp/239.49.8.16:9602
湖南卫视,http://www.frankgb.cn:4022/udp/239.49.8.12:9418
广东卫视,http://www.frankgb.cn:4022/udp/239.49.8.13:9422
深圳卫视,http://www.frankgb.cn:4022/udp/239.49.8.15:9430
四川卫视,http://www.frankgb.cn:4022/udp/239.49.8.110:8000
山东卫视,http://www.frankgb.cn:4022/udp/239.49.8.7:9306
山西卫视,http://www.frankgb.cn:4022/udp/239.49.1.55:8000
天津卫视,http://www.frankgb.cn:4022/udp/239.49.8.35:8620
安徽卫视,http://www.frankgb.cn:4022/udp/239.49.8.80:8000
重庆卫视,http://www.frankgb.cn:4022/udp/239.49.8.57:9830
东南卫视,http://www.frankgb.cn:4022/udp/239.49.8.112:8000
河北卫视,http://www.frankgb.cn:4022/udp/239.49.8.114:8000
湖北卫视,http://www.frankgb.cn:4022/udp/239.49.8.8:9632
河南卫视,http://www.frankgb.cn:4022/udp/239.49.8.29:8000
江西卫视,http://www.frankgb.cn:4022/udp/239.49.8.111:8000
广西卫视,http://www.frankgb.cn:4022/udp/239.49.8.10:8000
海南卫视,http://www.frankgb.cn:4022/udp/239.49.8.83:8000
辽宁卫视,http://www.frankgb.cn:4022/udp/239.49.8.48:8000
黑龙江卫视,http://www.frankgb.cn:4022/udp/239.49.8.14:9426
吉林卫视,http://www.frankgb.cn:4022/udp/239.49.8.113:8000
云南卫视,http://www.frankgb.cn:4022/udp/239.49.0.177:8000
贵州卫视,http://www.frankgb.cn:4022/udp/239.49.8.49:8000
甘肃卫视,http://www.frankgb.cn:4022/udp/239.49.0.250:8000
青海卫视,http://www.frankgb.cn:4022/udp/239.49.0.81:8000
宁夏卫视,http://www.frankgb.cn:4022/udp/239.49.1.60:8000
三沙卫视,http://www.frankgb.cn:4022/udp/239.49.0.167:8000
西藏卫视,http://www.frankgb.cn:4022/udp/239.49.1.56:8000
新疆卫视,http://www.frankgb.cn:4022/udp/239.49.1.57:8000
兵团卫视,http://www.frankgb.cn:4022/udp/239.49.1.58:8000

浙江卫视,http://183.129.255.66:8480/hls/27/index.m3u8
广东卫视,http://183.129.255.66:8480/hls/31/index.m3u8
安徽卫视,http://183.129.255.66:8480/hls/28/index.m3u8
江苏卫视,http://183.129.255.66:8480/hls/33/index.m3u8
河北卫视,http://183.129.255.66:8480/hls/39/index.m3u8
东方卫视,http://183.129.255.66:8480/hls/30/index.m3u8
四川卫视,http://183.129.255.66:8480/hls/36/index.m3u8
重庆卫视,http://183.129.255.66:8480/hls/37/index.m3u8
云南卫视,http://183.129.255.66:8480/hls/40/index.m3u8
天津卫视,http://183.129.255.66:8480/hls/42/index.m3u8
河南卫视,http://183.129.255.66:8480/hls/38/index.m3u8
内蒙古卫视,http://183.129.255.66:8480/hls/48/index.m3u8
江西卫视,http://183.129.255.66:8480/hls/44/index.m3u8
陕西卫视,http://183.129.255.66:8480/hls/43/index.m3u8
重温经典,http://183.129.255.66:8480/hls/50/index.m3u8
北京卫视,http://183.129.255.66:8480/hls/29/index.m3u8
深圳卫视,http://183.129.255.66:8480/hls/34/index.m3u8
湖北卫视,http://183.129.255.66:8480/hls/41/index.m3u8
山东卫视,http://183.129.255.66:8480/hls/35/index.m3u8
湖南卫视,http://183.129.255.66:8480/hls/32/index.m3u8
黑龙江卫视,http://183.129.255.66:8480/hls/47/index.m3u8
辽宁卫视,http://183.129.255.66:8480/hls/46/index.m3u8
山西卫视,http://183.129.255.66:8480/hls/45/index.m3u8

江西卫视,http://home.wscxy.fun:30100/udp/233.18.204.95:5140
辽宁卫视,http://home.wscxy.fun:30100/udp/233.18.204.96:5140
海南卫视,http://home.wscxy.fun:30100/udp/233.18.204.102:5140
内蒙古卫视,http://home.wscxy.fun:30100/udp/233.18.204.217:5140
宁夏卫视,http://home.wscxy.fun:30100/udp/233.18.204.230:5140
青海卫视,http://home.wscxy.fun:30100/udp/233.18.204.112:5140
三沙卫视,http://home.wscxy.fun:30100/udp/233.18.204.172:5140
山东卫视,http://home.wscxy.fun:30100/udp/233.18.204.91:5140
山西卫视,http://home.wscxy.fun:30100/udp/233.18.204.211:5140
陕西卫视,http://home.wscxy.fun:30100/udp/233.18.204.223:5140
深圳卫视,http://home.wscxy.fun:30100/udp/233.18.204.89:5140
四川卫视,http://home.wscxy.fun:30100/udp/233.18.204.99:5140
天津卫视,http://home.wscxy.fun:30100/udp/233.18.204.97:5140
西藏卫视,http://home.wscxy.fun:30100/udp/233.18.204.222:5140
新疆卫视,http://home.wscxy.fun:30100/udp/233.18.204.220:5140
云南卫视,http://home.wscxy.fun:30100/udp/233.18.204.106:5140
浙江卫视,http://home.wscxy.fun:30100/udp/233.18.204.84:5140
重庆卫视,http://home.wscxy.fun:30100/udp/233.18.204.100:5140

深圳卫视,http://61.178.227.57:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://61.178.227.57:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://61.178.227.57:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://61.178.227.57:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://61.178.227.57:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://61.178.227.57:9901/tsfile/live/0142_2.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://61.178.227.57:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://61.178.227.57:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0

重庆卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.92:1234
重庆卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.92:9000
江苏卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.181:9000
江苏卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.181:1234
浙江卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.182:1234
浙江卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.182:9000
东方卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.186:1234
东方卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.186:9000
深圳卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.188:1234
深圳卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.188:9000
北京卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.184:1234
北京卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.184:9000
山东卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.195:9000
山东卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.195:1234
天津卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.185:9000
天津卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.185:1234
贵州卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.198:1234
贵州卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.198:9000
四川卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.91:9000
四川卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.91:1234
云南卫视,http://eyfs.vicp.net:8888/rtp/239.76.254.60:9000
广西卫视,http://eyfs.vicp.net:8888/rtp/239.76.254.54:9000
黑龙江卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.200:9000
黑龙江卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.200:1234
安徽卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.196:1234
安徽卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.196:9000
江西卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.225:9000
江西卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.225:1234
湖北卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.193:1234
湖北卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.193:9000
旅游卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.203:9000
陕西卫视,http://eyfs.vicp.net:8888/rtp/239.76.254.76:9000
东南卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.190:1234
东南卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.190:9000
吉林卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.201:9000
吉林卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.201:1234
辽宁卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.197:1234
辽宁卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.197:9000
湖南卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.115:1234
湖南卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.101:1234
湖南卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.115:9000
湖南卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.101:9000
广东卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.189:9000
广东卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.189:1234
河南卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.202:9000
河南卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.202:1234
河南卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.203:1234
河北卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.199:1234
河北卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.199:9000
宁夏卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.107:9000
宁夏卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.107:1234
甘肃卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.94:9000
甘肃卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.94:1234
青海卫视,http://eyfs.vicp.net:8888/rtp/239.76.254.132:9000
新疆卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.109:9000
新疆卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.109:1234
西藏卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.108:1234
西藏卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.108:9000
兵团卫视,http://eyfs.vicp.net:8888/rtp/239.76.252.232:9000
兵团卫视,http://eyfs.vicp.net:8888/rtp/239.76.245.232:1234
三沙卫视,http://eyfs.vicp.net:8888/rtp/239.76.246.74:1234
三沙卫视,http://eyfs.vicp.net:8888/rtp/239.76.253.74:9000
凤凰中文,http://eyfs.vicp.net:8888/rtp/239.76.253.135:9000
凤凰中文,http://eyfs.vicp.net:8888/rtp/239.76.246.134:1234
凤凰资讯,http://eyfs.vicp.net:8888/rtp/239.76.246.135:1234
凤凰资讯,http://eyfs.vicp.net:8888/rtp/239.76.253.134:9000

湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
东方卫视,http://107.150.60.122/live/dfwshd.m3u8
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
广西卫视,http://107.150.60.122/live/gxwshd.m3u8
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8
山东卫视,http://107.150.60.122/live/sdwshd.m3u8
天津卫视,http://107.150.60.122/live/tjwshd.m3u8
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
深圳卫视,http://107.150.60.122/live/szwshd.m3u8
青海卫视,http://107.150.60.122/live/qhws.m3u8
西藏卫视,http://107.150.60.122/live/xzws.m3u8

北京卫视,https://live.chinacert.cftest5.cn/zgst/live/beijing
天津卫视,https://live.chinacert.cftest5.cn/zgst/live/tianjin
河北卫视,https://live.chinacert.cftest5.cn/zgst/live/hebei
山西卫视,https://live.chinacert.cftest5.cn/zgst/live/shanxi
内蒙古卫视,https://live.chinacert.cftest5.cn/zgst/live/neimenggu
辽宁卫视,https://live.chinacert.cftest5.cn/zgst/live/liaoning
吉林卫视,https://live.chinacert.cftest5.cn/zgst/live/jilin
黑龙江卫视,https://live.chinacert.cftest5.cn/zgst/live/heilongjiang
东方卫视,https://live.chinacert.cftest5.cn/zgst/live/dongfang
江苏卫视,https://live.chinacert.cftest5.cn/zgst/live/jiangsu
浙江卫视,https://live.chinacert.cftest5.cn/zgst/live/zhejiang
安徽卫视,https://live.chinacert.cftest5.cn/zgst/live/anhui
东南卫视,https://live.chinacert.cftest5.cn/zgst/live/dongnan
江西卫视,https://live.chinacert.cftest5.cn/zgst/live/jiangxi
山东卫视,https://live.chinacert.cftest5.cn/zgst/live/shandong
河南卫视,https://live.chinacert.cftest5.cn/zgst/live/henan
湖北卫视,https://live.chinacert.cftest5.cn/zgst/live/hubei
湖南卫视,https://live.chinacert.cftest5.cn/zgst/live/hunan
广东卫视,https://live.chinacert.cftest5.cn/zgst/live/guangdong
广西卫视,https://live.chinacert.cftest5.cn/zgst/live/guangxi
海南卫视,https://live.chinacert.cftest5.cn/zgst/live/hainan
重庆卫视,https://live.chinacert.cftest5.cn/zgst/live/zhongqing
四川卫视,https://live.chinacert.cftest5.cn/zgst/live/sichuan
贵州卫视,https://live.chinacert.cftest5.cn/zgst/live/guizhou
云南卫视,https://live.chinacert.cftest5.cn/zgst/live/yunnan
西藏卫视,https://live.chinacert.cftest5.cn/zgst/live/xizang
陕西卫视,https://live.chinacert.cftest5.cn/zgst/live/shanxi1
甘肃卫视,https://live.chinacert.cftest5.cn/zgst/live/gansu
青海卫视,https://live.chinacert.cftest5.cn/zgst/live/qinghai
宁夏卫视,https://live.chinacert.cftest5.cn/zgst/live/ningxia
新疆卫视,https://live.chinacert.cftest5.cn/zgst/live/xinjiang
兵团卫视,https://live.chinacert.cftest5.cn/zgst/live/bingtuan
深圳卫视,https://live.chinacert.cftest5.cn/zgst/live/shenzhen
厦门卫视,https://live.chinacert.cftest5.cn/zgst/live/xiamen
三沙卫视,https://live.chinacert.cftest5.cn/zgst/live/sansha

延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8

苏浙皖,#genre#
江苏新闻,http://www.frankgb.cn:4022/udp/239.49.8.120:8000
江苏城市,http://www.frankgb.cn:4022/udp/239.49.8.107:8000
江苏影视,http://www.frankgb.cn:4022/udp/239.49.8.118:8000
江苏综艺,http://www.frankgb.cn:4022/udp/239.49.8.108:8000
江苏教育,http://www.frankgb.cn:4022/udp/239.49.8.122:8000
江苏体育,http://www.frankgb.cn:4022/udp/239.49.8.117:8000
南京少儿,http://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
南京教科,http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8
南京新闻,http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
