央  视,#genre#
CCTV4-国际,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNC9pbmRleC5tM3U4
CCTV4-国际,http://38.75.136.137:98/gslb/dsdqbv/cctv4hd.m3u8?auth=test20251009
CCTV4-国际,http://27.8.41.198:4022/rtp/225.0.4.176:7980
CCTV4-国际,http://58.17.134.3:8002/rtp/225.0.4.176:7980
CCTV4-国际,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226124/index.m3u8
CCTV4-国际,http://111.8.242.103:9999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://113.15.109.216:59901/tsfile/live/1000_1.m3u8
CCTV4-国际,http://107.150.60.122/live/cctv4hd.m3u8
CCTV4-国际,http://119.62.24.75:50085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4-国际,http://14.121.144.3:10000/rtp/239.77.0.78:5146
CCTV4-国际,http://ik.kimkimkk.top:2222/rtp/239.0.1.180:6040
CCTV4-国际,http://nas.201606.xyz:4022/udp/239.11.0.109:5140
CCTV4-国际,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV4-国际,https://iptv.666230.xyz/gd.php/239.77.1.166:5146
CCTV4-国际,http://218.13.170.98:9901/tsfile/live/0004_1.m3u8
CCTV4K,https://iptv.666230.xyz/gd.php/239.77.1.180:5146
CCTV5-体育,http://192.151.150.154/live/cctv5hd.m3u8
CCTV5-体育,http://sc-zb-lt.sohu.blog:5000/rtp/239.0.0.14:5140
CCTV5-体育,http://111.120.8.205:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://221.13.234.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://116.77.33.98:44330/tsfile/live/0005_1.m3u8
CCTV5-体育,http://218.13.170.98:9901/tsfile/live/0005_1.m3u8
CCTV5-体育,http://202.168.168.50:5000/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://171.38.91.144:18181/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://12990.goho.co:8088/udp/239.81.0.232:4056
CCTV5-体育,http://171.15.18.199:8180/TV00000000000000000005@HHZT
CCTV5-体育,http://120.196.235.42:9901/tsfile/live/1024_1.m3u8
CCTV5+-体育,http://sxtylt.sohu.blog:9003/hls/6/index.m3u8
CCTV5+-体育,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV5p
CCTV5+-体育,http://12990.goho.co:8088/udp/239.81.0.101:4056
CCTV5+-体育,http://116.77.33.196:44330/tsfile/live/0006_1.m3u8
CCTV6-电影,http://192.151.150.154/live/cctv6hd.m3u8
CCTV6-电影,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNi9pbmRleC5tM3U4
CCTV6-电影,http://sxtylt.sohu.blog:9003/hls/7/index.m3u8
CCTV6-电影,http://171.38.91.144:18181/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://111.120.8.205:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://171.15.18.199:8180/TV00000000000000000006@HHZT
CCTV6-电影,http://116.77.33.98:44330/tsfile/live/0007_1.m3u8
CCTV6-电影,http://218.13.170.98:9901/tsfile/live/0006_1.m3u8
CCTV6-电影,http://202.168.168.50:5000/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-国防军事,http://192.151.150.154/live/cctv7hd.m3u8
CCTV7-国防军事,http://27.10.211.124:8008/rtp/225.0.4.127:7980
CCTV7-国防军事,http://107.150.60.122/live/cctv7hd.m3u8
CCTV7-国防军事,http://111.120.8.205:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-国防军事,http://12990.goho.co:8088/udp/239.81.0.116:4056
CCTV7-国防军事,http://218.13.170.98:9901/tsfile/live/0007_1.m3u8
CCTV7-国防军事,http://221.13.234.83:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-国防军事,http://171.15.18.199:8180/TV00000000000000000007@HHZT
CCTV7-国防军事,http://116.77.33.196:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7-国防军事,http://27.8.41.198:4022/rtp/225.0.4.127:7980
CCTV8-电视剧,http://192.151.150.154/live/cctv8hd.m3u8
CCTV8-电视剧,http://111.120.8.205:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://171.38.91.144:18181/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://sxtylt.sohu.blog:9003/hls/9/index.m3u8
CCTV8-电视剧,http://12990.goho.co:8088/udp/239.81.0.234:4056
CCTV8-电视剧,http://202.168.168.50:5000/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://171.15.18.199:8180/TV00000000000000000008@HHZT
CCTV8-电视剧,http://116.77.33.98:44330/tsfile/live/0009_1.m3u8
CCTV8-电视剧,http://218.13.170.98:9901/tsfile/live/0008_1.m3u8
CCTV8-电视剧,http://221.13.234.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://192.151.150.154/live/cctv9hd.m3u8
CCTV9-纪录,http://171.38.91.144:18181/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://12990.goho.co:8088/udp/239.81.0.117:4056
CCTV9-纪录,http://202.168.168.50:5000/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://171.15.18.199:8180/TV00000000000000000009@HHZT
CCTV9-纪录,http://116.77.33.98:44330/tsfile/live/0010_1.m3u8
CCTV9-纪录,http://218.13.170.98:9901/tsfile/live/0009_1.m3u8
CCTV9-纪录,http://221.13.234.83:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://192.151.150.154/live/cctv9hd.m3u8
CCTV10-科教,http://111.120.8.205:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://222.86.13.51:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://171.38.91.144:18181/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://12990.goho.co:8088/udp/239.81.0.118:4056
CCTV10-科教,http://218.13.170.98:9901/tsfile/live/0010_1.m3u8
CCTV10-科教,http://171.15.18.199:8180/TV00000000000000000010@HHZT
CCTV10-科教,http://202.168.168.50:5000/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvOS9pbmRleC5tM3U4
CCTV11-戏曲,http://192.151.150.154/live/cctv11hd.m3u8
CCTV11-戏曲,http://111.120.8.205:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://171.38.91.144:18181/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://192.151.150.154/live/cctv12hd.m3u8
CCTV12-社会与法,http://171.38.91.144:18181/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://111.120.8.205:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://192.151.150.154/live/cctv13hd.m3u8
CCTV13-新闻,http://107.150.60.122/live/cctv13hd.m3u8
CCTV13-新闻,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV13
CCTV13-新闻,http://61.159.134.144:18000/rtp/238.255.2.16:5999
CCTV13-新闻,http://116.77.33.196:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13-新闻,http://12990.goho.co:8088/udp/239.81.0.206:4056
CCTV13-新闻,https://test.tvbjack.de5.net/proxy/45c773c969c03fff
CCTV13-新闻,http://202.168.168.50:5000/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13新闻,http://218.86.184.240:8188/rtp/238.255.2.218:5999
CCTV13-新闻,https://t.freetv.fun/live/cctv13-xin-wen.m3u8
CCTV13-新闻,http://171.15.18.199:8180/TV00000000000000000013@HHZT
CCTV13-新闻,http://iptv.4666888.xyz/iptv2A.php?id=11
CCTV13-新闻,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=cctv13
CCTV13-新闻,http://221.13.234.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://116.77.33.98:44330/tsfile/live/0014_1.m3u8
CCTV13-新闻,http://116.77.33.196:44330/tsfile/live/0014_1.m3u8
CCTV13新闻,http://218.13.170.98:9901/tsfile/live/0013_1.m3u8
CCTV13-新闻,https://stream1.freetv.fun/94cc541b642e5f145fbe64f50cb81eedf89142caad5fb46faad790f8575f0b18.m3u8
CCTV14-少儿,http://107.150.60.122/live/cctv14hd.m3u8
CCTV14-少儿,http://111.120.8.205:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzExMS44LjIyNC42OjQwOTUvdHNmaWxlL2xpdmUvMTA0Nl8xLm0zdTg=
CCTV15-音乐,http://107.150.60.122/live/cctv15hd.m3u8
CCTV15-音乐,http://222.86.13.51:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://116.77.33.196:44330/tsfile/live/0016_1.m3u8

黄山联通源,#genre#
CCTV1,http://112.123.243.37:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://112.123.243.37:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://112.123.243.37:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://112.123.243.37:50085/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://112.123.243.37:50085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://112.123.243.37:50085/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://112.123.243.37:50085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://112.123.243.37:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://112.123.243.37:50085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://112.123.243.37:50085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://112.123.243.37:50085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://112.123.243.37:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://112.123.243.37:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://112.123.243.37:50085/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://112.123.243.37:50085/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://112.123.243.37:50085/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://112.123.243.37:50085/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://112.123.243.37:50085/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://112.123.243.37:50085/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://112.123.243.37:50085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://112.123.243.37:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://112.123.243.37:50085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://112.123.243.37:50085/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://112.123.243.37:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://112.123.243.37:50085/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://112.123.243.37:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://112.123.243.37:50085/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://112.123.243.37:50085/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://112.123.243.37:50085/tsfile/live/0130_2.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://112.123.243.37:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://112.123.243.37:50085/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://112.123.243.37:50085/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://112.123.243.37:50085/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://112.123.243.37:50085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://112.123.243.37:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://112.123.243.37:50085/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://112.123.243.37:50085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://112.123.243.37:50085/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://112.123.243.37:50085/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://112.123.243.37:50085/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://112.123.243.37:50085/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://112.123.243.37:50085/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://112.123.243.37:50085/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://112.123.243.37:50085/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://112.123.243.37:50085/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://112.123.243.37:50085/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://112.123.243.37:50085/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://112.123.243.37:50085/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://112.123.243.37:50085/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0

安徽电信源,#genre#
CCTV-1HD,http://202.102.201.244:40022/rtp/238.1.78.166:7200
CCTV-2HD,http://202.102.201.244:40022/rtp/238.1.78.235:7752
CCTV-3HD,http://202.102.201.244:40022/rtp/238.1.78.170:7232
CCTV-4HD,http://202.102.201.244:40022/rtp/238.1.78.236:7760
CCTV-5HD,http://202.102.201.244:40022/rtp/238.1.78.171:7240
CCTV-5+HD,http://202.102.201.244:40022/rtp/238.1.78.237:7768
CCTV-6HD,http://202.102.201.244:40022/rtp/238.1.78.172:7248
CCTV-7HD,http://202.102.201.244:40022/rtp/238.1.78.239:7784
CCTV-8HD,http://202.102.201.244:40022/rtp/238.1.78.173:7256
CCTV-9HD,http://202.102.201.244:40022/rtp/238.1.78.240:7792
CCTV-10HD,http://202.102.201.244:40022/rtp/238.1.78.241:7800
CCTV-11HD,http://202.102.201.244:40022/rtp/238.1.78.206:7502
CCTV-12HD,http://202.102.201.244:40022/rtp/238.1.78.242:7808
CCTV-13HD,http://202.102.201.244:40022/rtp/238.1.79.35:4392
CCTV-14HD,http://202.102.201.244:40022/rtp/238.1.78.243:7816
CCTV-15HD,http://202.102.201.244:40022/rtp/238.1.78.222:7648
CCTV-17HD,http://202.102.201.244:40022/rtp/238.1.78.178:7296
CGTN,http://202.102.201.244:40022/rtp/238.1.78.50:6272
CCTV电视指南HD,http://202.102.201.244:40022/rtp/238.1.79.53:4560
CCTV央视文化精品HD,http://202.102.201.244:40022/rtp/238.1.79.54:4568
CCTV女性时尚HD,http://202.102.201.244:40022/rtp/238.1.79.55:4576
CCTV兵器科技HD,http://202.102.201.244:40022/rtp/238.1.79.56:4584
CCTV风云足球HD,http://202.102.201.244:40022/rtp/238.1.79.57:4592
CCTV世界地理HD,http://202.102.201.244:40022/rtp/238.1.79.60:4616
CCTV怀旧剧场HD,http://202.102.201.244:40022/rtp/238.1.79.61:4624
CCTV风云剧场HD,http://202.102.201.244:40022/rtp/238.1.79.62:4632
CCTV第一剧场HD,http://202.102.201.244:40022/rtp/238.1.79.63:4640
CCTV风云音乐HD,http://202.102.201.244:40022/rtp/238.1.79.64:4648
北京卫视HD,http://202.102.201.244:40022/rtp/238.1.78.162:7168
天津卫视HD,http://202.102.201.244:40022/rtp/238.1.78.20:6088
重庆卫视HD,http://202.102.201.244:40022/rtp/238.1.78.31:6176
东方卫视HD,http://202.102.201.244:40022/rtp/238.1.78.163:7176
安徽卫视HD,http://202.102.201.244:40022/rtp/238.1.78.150:7072#http://202.102.201.244:40022/rtp/238.1.79.27:4328
江苏卫视HD,http://202.102.201.244:40022/rtp/238.1.78.165:7192
浙江卫视HD,http://202.102.201.244:40022/rtp/238.1.78.164:7184
黑龙江卫视HD,http://202.102.201.244:40022/rtp/238.1.78.159:7144
吉林卫视HD,http://202.102.201.244:40022/rtp/238.1.79.48:4496
辽宁卫视HD,http://202.102.201.244:40022/rtp/238.1.78.21:6096
东南卫视HD,http://202.102.201.244:40022/rtp/238.1.78.22:6104
四川卫视HD,http://202.102.201.244:40022/rtp/238.1.78.30:6168
江西卫视HD,http://202.102.201.244:40022/rtp/238.1.78.26:6136
广东卫视HD,http://202.102.201.244:40022/rtp/238.1.78.161:7160
深圳卫视HD,http://202.102.201.244:40022/rtp/238.1.78.156:7120
海南卫视HD,http://202.102.201.244:40022/rtp/238.1.79.49:4504
湖北卫视HD,http://202.102.201.244:40022/rtp/238.1.78.168:7216
湖南卫视HD,http://202.102.201.244:40022/rtp/238.1.78.160:7152
贵州卫视HD,http://202.102.201.244:40022/rtp/238.1.78.244:7824
河北卫视HD,http://202.102.201.244:40022/rtp/238.1.78.245:7832
河南卫视HD,http://202.102.201.244:40022/rtp/238.1.79.65:4632
山东卫视HD,http://202.102.201.244:40022/rtp/238.1.78.169:7224
甘肃卫视HD,http://202.102.201.244:40022/rtp/238.1.79.36:4400
陕西卫视,http://202.102.201.244:40022/rtp/238.1.78.88:6576
云南卫视,http://202.102.201.244:40022/rtp/238.1.78.89:6584
山西卫视,http://202.102.201.244:40022/rtp/238.1.78.95:6632
青海卫视,http://202.102.201.244:40022/rtp/238.1.78.102:6688
广西卫视,http://202.102.201.244:40022/rtp/238.1.78.70:6432
内蒙古卫视,http://202.102.201.244:40022/rtp/238.1.78.103:6696
宁夏卫视,http://202.102.201.244:40022/rtp/238.1.78.109:6744
新疆卫视,http://202.102.201.244:40022/rtp/238.1.78.110:6752
西藏卫视,http://202.102.201.244:40022/rtp/238.1.78.101:6680
兵团卫视,http://202.102.201.244:40022/rtp/238.1.78.104:6704
三沙卫视,http://202.102.201.244:40022/rtp/238.1.78.27:6144
厦门卫视,http://202.102.201.244:40022/rtp/238.1.78.246:7840
全纪实HD,http://202.102.201.244:40022/rtp/238.1.78.151:7080
纪实人文HD,http://202.102.201.244:40022/rtp/238.1.78.153:7096
金鹰纪实HD,http://202.102.201.244:40022/rtp/238.1.79.9:4184
茶频道HD,http://202.102.201.244:40022/rtp/238.1.79.30:4352
快乐垂钓HD,http://202.102.201.244:40022/rtp/238.1.79.31:4360
生活时尚HD,http://202.102.201.244:40022/rtp/238.1.78.155:7112
体育赛事HD,http://202.102.201.244:40022/rtp/238.1.78.33:6192
中甲联赛HD,http://202.102.201.244:40022/rtp/238.1.79.39:4424
都市剧场,http://202.102.201.244:40022/rtp/238.1.78.74:6464
金色频道,http://202.102.201.244:40022/rtp/238.1.78.76:6480
法治天地,http://202.102.201.244:40022/rtp/238.1.78.84:6544
安徽经济生活HD,http://202.102.201.244:40022/rtp/238.1.79.44:4464
安徽公共频道HD,http://202.102.201.244:40022/rtp/238.1.79.43:4456
安徽影视频道HD,http://202.102.201.244:40022/rtp/238.1.79.42:4448
安徽综艺体育HD,http://202.102.201.244:40022/rtp/238.1.79.41:4440
安徽农业科教HD,http://202.102.201.244:40022/rtp/238.1.79.40:4432
安徽人物频道HD,http://202.102.201.244:40022/rtp/238.1.79.45:4472
安徽国际频道,http://202.102.201.244:40022/rtp/238.1.78.61:6360
安徽导视频道,http://202.102.201.244:40022/rtp/238.1.79.66:4664
黄山新闻综合,http://202.102.201.244:40022/rtp/238.1.78.130:6912
黄山公共频道,http://202.102.201.244:40022/rtp/238.1.78.131:6920
