#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#freetv.fun does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://freetv.fun/app
#Generated on: 2026-08-15 02:00:02 UTC


#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#freetv.fun並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://freetv.fun/app
#生成時間: 2026-08-15 02:00:02 UTC


綜藝,#genre#
[BD]cgtn-español,https://t.freetv.fun/live/cgtn-espanol.m3u8
[BD]cgtn français,https://t.freetv.fun/live/cgtn-francais.m3u8
[VGA]cgtn français,https://t.freetv.fun/live/cgtn-francais-2.m3u8
[BD]cgtn русский,https://t.freetv.fun/live/cgtn-russkii-1.m3u8
[HD]上海都市,https://t.freetv.fun/live/shang-hai-du-shi-2.m3u8
[BD]上虞新商都,https://t.freetv.fun/live/shang-yu-xin-shang-du.m3u8
[BD]上虞新商都,https://t.freetv.fun/live/shang-yu-xin-shang-du-1.m3u8
[VGA]上虞新商都,https://t.freetv.fun/live/shang-yu-xin-shang-du-2.m3u8
[HD]内江科教生活,https://t.freetv.fun/live/nei-jiang-ke-jiao-sheng-huo.m3u8
[VGA]内江综合,https://t.freetv.fun/live/nei-jiang-zong-he-1.m3u8
[BD]内江资中综合,https://t.freetv.fun/live/nei-jiang-zi-zhong-zong-he.m3u8
[HD]内江新闻,rtmp://njzb.scnj.tv:1938/live/xwzh_xwzh800
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-2.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-4.m3u8
[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-7.m3u8
[HD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-1.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-12.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-14.m3u8
[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-3.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-5.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-6.m3u8
[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-8.m3u8
[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-9.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-10.m3u8
[HD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-11.m3u8
[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-13.m3u8
[BD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-15.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-1.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-2.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-6.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-7.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-9.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-11.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-4.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-15.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-16.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-3.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-5.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-8.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-10.m3u8
[SD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-12.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-13.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-21.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-23.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-29.m3u8
[HD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-30.m3u8
[HD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-31.m3u8
[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-36.m3u8
[BD]广州南国都市,https://t.freetv.fun/live/yan-zhou-nan-guo-du-shi-1.m3u8
[BD]广州南国都市,https://t.freetv.fun/live/yan-zhou-nan-guo-du-shi-2.m3u8
[BD]南国都市,https://t.freetv.fun/live/nan-guo-du-shi.m3u8
[BD]南国都市,https://t.freetv.fun/live/nan-guo-du-shi-1.m3u8
[BD]南国都市,https://t.freetv.fun/live/nan-guo-du-shi-2.m3u8
[SD]吉林生活,https://t.freetv.fun/live/ji-lin-sheng-huo.m3u8
[SD]吉林生活,https://t.freetv.fun/live/ji-lin-sheng-huo-1.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi.m3u8
[SD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-4.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-6.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-17.m3u8
[HD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-12.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-1.m3u8
[HD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-15.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-10.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-16.m3u8
[SD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-26.m3u8
[SD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-34.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-22.m3u8
[SD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-2.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-3.m3u8
[HD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-5.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-7.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-8.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-9.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-11.m3u8
[VGA]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-13.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-14.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-19.m3u8
[VGA]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-20.m3u8
[SD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-21.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-23.m3u8
[BD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-24.m3u8
[SD]吉林都市,https://t.freetv.fun/live/ji-lin-du-shi-1.m3u8
[HD]吉林都市,https://t.freetv.fun/live/ji-lin-du-shi-2.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-2.m3u8
[SD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-6.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi.m3u8
[HD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-1.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-4.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-20.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-23.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-3.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-5.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-7.m3u8
[SD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-8.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-9.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-10.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-11.m3u8
[SD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-12.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-13.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-14.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-15.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-16.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-17.m3u8
[SD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-18.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-19.m3u8
[BD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-21.m3u8
[SD]四川卫视,https://t.freetv.fun/live/si-chuan-wei-shi-26.m3u8
[VGA]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi.m3u8
[VGA]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-2.m3u8
[BD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-6.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-7.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-1.m3u8
[BD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-3.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-4.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-5.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-8.m3u8
[SD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-9.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-10.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-11.m3u8
[BD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-12.m3u8
[BD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-13.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-14.m3u8
[HD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-15.m3u8
[SD]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-16.m3u8
[VGA]大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-18.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-1.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-2.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-3.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-4.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-5.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-6.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-8.m3u8
[BD]大湾区卫视高清,https://t.freetv.fun/live/da-wan-qu-wei-shi-gao-qing-12.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-3.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-4.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-5.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-6.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-13.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-16.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-1.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-7.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi.m3u8
[SD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-2.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-10.m3u8
[SD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-26.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-11.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-18.m3u8
[HD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-25.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-8.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-9.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-12.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-14.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-15.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-17.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-19.m3u8
[SD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-22.m3u8
[SD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-24.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-27.m3u8
[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-28.m3u8
[BD]安多卫视,https://t.freetv.fun/live/an-duo-wei-shi-1.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-1.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-2.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-4.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-5.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-12.m3u8
[SD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-14.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-18.m3u8
[SD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-13.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-3.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-7.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-6.m3u8
[SD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-8.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-9.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-10.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-11.m3u8
[SD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-15.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-16.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-17.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-19.m3u8
[HD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-20.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-21.m3u8
[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-31.m3u8
[VGA]宿迁新闻综合,https://t.freetv.fun/live/su-qian-xin-wen-zong-he-1.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-2.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-5.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-3.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-1.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-4.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-6.m3u8
[HD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-7.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-8.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-10.m3u8
[HD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-11.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-12.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-13.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-14.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-15.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-16.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-17.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-18.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-19.m3u8
[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-20.m3u8
