🇨🇳河南地方,#genre#
CCTV6,http://153.0.171.163:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV6,http://221.226.51.220:50081/newlive/live/hls/6/live.m3u8
CCTV6,http://107.150.60.122/live/cctv6hd.m3u8
CCTV6,http://222.223.41.27:8888/hls/6/index.m3u8
CCTV6,https://live.264788.xyz/channel/cctv6?streamid=0ef9fb30ed6fddd913a3226264c374ac&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV1,http://47.104.178.59:3566/608807420
CCTV1,http://110.154.192.76:7788/608807420
CCTV1,http://116.52.173.34:1234/608807420
CCTV1,http://101.6.130.52:1234/608807420
CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=40cf2f40582b104fb087535f9601ea19&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=478674d2f4e92891de4f30951016036f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV1,https://live.264788.xyz/channel/cctv1?streamid=7d30132546d771c3ffff77a937dee30d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://118.193.115.2:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV3,http://116.236.204.18:1234/624878271
CCTV3,http://47.104.178.59:3566/624878271
CCTV3,http://58.56.162.102:4466/newlive/live/hls/3/live.m3u8
CCTV3,http://1.24.39.180:9003/hls/3/index.m3u8
CCTV3,http://153.0.171.163:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://222.223.41.27:8888/hls/3/index.m3u8
CCTV3,http://121.57.88.206:898/hls/3/index.m3u8
CCTV11,http://1.24.39.180:9003/hls/11/index.m3u8
CCTV11,http://47.104.178.59:3566/667987558
CCTV11,http://153.0.171.163:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://116.236.204.18:1234/667987558
CCTV11,http://110.154.192.76:7788/667987558
CCTV11,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CCTV11,http://120.202.94.181:9446/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11,https://live.264788.xyz/channel/cctv11?streamid=c69f5433fa130011553d458dc212c18b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV11,https://live.264788.xyz/channel/cctv11?streamid=1cbd4046d7da2c3256da8f134bb57155&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV11,https://live.264788.xyz/channel/cctv11?streamid=2fce646d8dbb72c508744df2e722b855&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV11,https://live.264788.xyz/channel/cctv11?streamid=2d225001eb069683c2fc67d97be29689&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV11,http://www.negative.top:50000/rtp/233.50.200.132:5140
CCTV12,http://153.0.171.163:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://1.24.39.180:9003/hls/12/index.m3u8
CCTV12,http://47.104.178.59:3566/673168185
CCTV12,http://110.154.192.76:7788/673168185
CCTV12,http://182.61.15.163:80/673168185
CCTV12,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV12,http://59.39.89.130:60901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://47.104.178.59:3566/608807423
CCTV13,http://116.236.204.18:1234/608807423
CCTV13,http://116.52.173.34:1234/608807423
CCTV13,http://120.202.94.181:9446/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://153.0.171.163:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://1.24.39.180:9003/hls/13/index.m3u8
CCTV13,https://live.264788.xyz/channel/cctv13?streamid=ca0ccc1cc485217f8cd8388441629dc6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV13,https://live.264788.xyz/channel/cctv13?streamid=10271fee253d2d91a7fc49f708ec621e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV13,https://live.264788.xyz/channel/cctv13?streamid=ceb09a1a782b93dd7f13c95e7bc5d37b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV13,https://live.264788.xyz/channel/cctv13?streamid=4789b08617985dff522a8b3501a12a75&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV13,http://222.223.41.27:8888/hls/13/index.m3u8
CCTV13,http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://116.236.204.18:1234/673168121
CCTV7,http://47.104.178.59:3566/673168121
CCTV7,http://120.202.94.181:9446/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7,http://1.24.39.180:9003/hls/7/index.m3u8
CCTV7,http://153.0.171.163:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV7,http://113.25.252.226:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,https://live.264788.xyz/channel/cctv7?streamid=479fea30e7639a9aeb0d647c41d49027&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV7,https://live.264788.xyz/channel/cctv7?streamid=0153a69238ce5820014fb09aec713799&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV7,https://live.264788.xyz/channel/cctv7?streamid=3486ebf3d4e652ede40ade48d653f610&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV5,http://1.24.39.180:9003/hls/5/index.m3u8
CCTV5,http://47.104.178.59:3566/641886683
CCTV5,http://101.6.130.52:1234/641886683
CCTV5,http://116.52.173.34:1234/641886683
CCTV5,http://110.154.192.76:7788/641886683
CCTV5,http://58.56.162.102:4466/newlive/live/hls/5/live.m3u8
CCTV5,http://221.226.51.220:50081/newlive/live/hls/5/live.m3u8
CCTV5,http://153.0.171.163:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,https://live.264788.xyz/channel/cctv5?streamid=aeee9fc440a5f4bc1bb9574b65213f29&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV5,https://live.264788.xyz/channel/cctv5?streamid=75e09d8ebb5b5dac2dd7ed2dd2f0ecac&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV5,https://live.264788.xyz/channel/cctv5?streamid=1806e73ac17e1ad9a7f4c7b2dc9abea6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV5,https://live.264788.xyz/channel/cctv5?streamid=bfdc7fd4fdd7c31f07cacd34d3cb0a5a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV5,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv5hd
CCTV-1综合,http://219.150.217.47:6610/PLTV1/40/index.m3u8?icpid=dxrm1
CCTV-2财经,http://219.150.217.47:6610/PLTV1/60/index.m3u8?icpid=dxrm1
CCTV-2财经,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://219.150.217.47:6610/PLTV1/220/index.m3u8?icpid=dxrm1
CCTV-10科教,http://113.25.252.226:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://14.153.176.183:1234/631780421
CCTV4,http://47.104.178.59:3566/631780421
CCTV4,http://47.104.178.59:3566/608807419
CCTV4,http://101.6.130.52:1234/631780421
CCTV4,http://47.104.178.59:3566/608807416
CCTV4,http://110.154.192.76:7788/631780421
CCTV4,http://116.236.204.18:1234/608807416
CCTV4,http://110.154.192.76:7788/608807419
CCTV4,http://116.236.204.18:1234/608807419
CCTV4,http://119.88.243.98:17231/608807416
CCTV4,http://119.88.243.98:17231/608807419
CCTV4,http://182.61.15.163:80/631780421
CCTV4,http://116.52.173.34:1234/608807419
CCTV4,http://14.153.176.183:1234/608807416
CCTV4,http://221.226.51.220:50081/newlive/live/hls/4/live.m3u8
CCTV4,http://118.193.115.2:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV10,http://1.24.39.180:9003/hls/10/index.m3u8
CCTV10,http://47.104.178.59:3566/624878405
CCTV10,http://14.153.176.183:1234/624878405
CCTV10,http://116.236.204.18:1234/624878405
CCTV10,http://119.88.243.98:17231/624878405
CCTV10,http://110.154.192.76:7788/624878405
CCTV10,http://198.204.228.26/live/cctv10hd.m3u8
CCTV10,https://live.264788.xyz/channel/cctv10?streamid=e9830dca6d1b10ef91a221ea8a0d0535&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV10,https://live.264788.xyz/channel/cctv10?streamid=802331ccd41b8d8283234e98b55fe720&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV10,https://live.264788.xyz/channel/cctv10?streamid=5c17e973e6d2241c96beb2627f7dc3fe&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV10,https://live.264788.xyz/channel/cctv10?streamid=61d2faba189c1fee2c26fb733648e7d2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV10,https://live.264788.xyz/channel/cctv10?streamid=1d44973ab4169ca43dd74f86cfd8b4c3&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV10,http://58.56.162.102:4466/newlive/live/hls/11/live.m3u8
CCTV10,http://118.193.115.2:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV14,http://153.0.171.163:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://1.24.39.180:9003/hls/14/index.m3u8
CCTV14,http://47.104.178.59:3566/624878440
CCTV14,http://14.153.176.183:1234/624878440
CCTV14,http://119.88.243.98:17231/624878440
CCTV14,http://116.236.204.18:1234/624878440
CCTV14,http://101.6.130.52:1234/624878440
CCTV14,http://182.61.15.163:80/624878440
CCTV14,http://120.202.94.181:9446/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14,https://live.264788.xyz/channel/cctv14?streamid=d97345047af477cfec39d9d99a9e62f8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV14,https://live.264788.xyz/channel/cctv14?streamid=f0870d5670f7b591427c91bcb34e55d4&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV14,https://live.264788.xyz/channel/cctv14?streamid=8f369d689a4dd78055143e69e32ce6d8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV14,http://118.193.115.2:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-7国防军事,http://219.150.217.47:6610/PLTV1/160/index.m3u8?icpid=dxrm1
CCTV-4中文国际,http://219.150.217.47:6610/PLTV1/100/index.m3u8?icpid=dxrm1
CCTV-5体育,http://219.150.217.47:6610/PLTV1/120/index.m3u8?icpid=dxrm1
CCTV-5+体育赛事,http://219.150.217.47:6610/PLTV1/380/index.m3u8?icpid=dxrm1
CCTV-6电影,http://219.150.217.47:6610/PLTV1/140/index.m3u8?icpid=dxrm1
CCTV-8电视剧,http://219.150.217.47:6610/PLTV1/180/index.m3u8?icpid=dxrm1
CCTV-8电视剧,http://173.208.212.130:8181/1080p/cctv8.m3u8
CCTV-12社会与法,http://219.150.217.47:6610/PLTV1/260/index.m3u8?icpid=dxrm1
CCTV-12社会与法,http://113.25.252.226:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://219.150.217.47:6610/PLTV1/300/index.m3u8?icpid=dxrm1
CCTV-14少儿,http://113.25.252.226:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14少儿,http://173.208.212.130:8181/720p/cctv14.m3u8
CCTV-15音乐,http://219.150.217.47:6610/PLTV1/320/index.m3u8?icpid=dxrm1
CCTV-15音乐,http://173.208.212.130:8181/720p/cctv15.m3u8
CCTV-17农业农村,http://219.150.217.47:6610/PLTV1/360/index.m3u8?icpid=dxrm1
CCTV2,http://116.52.173.34:1234/631780532
CCTV2,http://47.104.178.59:3566/631780532
CCTV2,http://116.236.204.18:1234/631780532
CCTV2,http://110.154.192.76:7788/631780532
CCTV2,http://14.153.176.183:1234/631780532
CCTV2,http://101.6.130.52:1234/631780532
CCTV2,http://222.214.208.34:59901/tsfile/live/0002_1.m3u8
CCTV2,http://182.61.15.163:80/631780532
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8
CCTV2,http://113.25.252.226:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://207.56.13.146:81/cdnlive/cctv2.m3u8
CCTV2,http://118.193.115.2:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV5+,http://47.104.178.59:3566/641886773
CCTV5+,http://116.236.204.18:1234/641886773
CCTV5+,http://110.154.192.76:7788/641886773
CCTV5+,http://60.10.139.113:8801/hls/15/index.m3u8
CCTV5+,http://118.193.115.2:9901/tsfile/live/0141_1.m3u8?key=txiptv
CCTV15,http://14.153.176.183:1234/673168223
CCTV15,http://47.104.178.59:3566/673168223
CCTV15,http://1.24.39.180:9003/hls/15/index.m3u8
CCTV15,http://116.236.204.18:1234/673168223
CCTV15,http://116.52.173.34:1234/673168223
CCTV15,http://110.154.192.76:7788/673168223
CCTV15,http://182.61.15.163:80/673168223
CCTV15,http://60.10.139.113:8801/hls/97/index.m3u8
CCTV15,http://58.56.162.102:4466/newlive/live/hls/16/live.m3u8
CCTV9,http://47.104.178.59:3566/673168140
CCTV9,http://116.236.204.18:1234/673168140
CCTV9,http://110.154.192.76:7788/673168140
CCTV9,http://153.0.171.163:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://1.24.39.180:9003/hls/9/index.m3u8
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://47.104.178.59:3566/624878356
CCTV8,http://101.6.130.52:1234/624878356
CCTV8,http://120.202.94.181:9446/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8,http://116.236.204.18:1234/624878356
CCTV8,http://110.154.192.76:7788/624878356
CCTV8,http://14.153.176.183:1234/624878356
CCTV8,http://116.52.173.34:1234/624878356
CCTV8,http://222.223.41.27:8888/hls/8/index.m3u8
CCTV8,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8
CCTV17,http://47.104.178.59:3566/673168256
CCTV17,http://116.236.204.18:1234/673168256
CCTV17,http://1.24.39.180:9003/hls/61/index.m3u8
CCTV17,http://182.61.15.163:80/673168256
CCTV17,http://121.57.88.206:898/hls/17/index.m3u8
CCTV-3综艺,http://219.150.217.47:6610/PLTV1/80/index.m3u8?icpid=dxrm1
CCTV-3综艺,http://207.56.13.146:81/cdnlive/cctv3.m3u8
CCTV-9纪录,http://219.150.217.47:6610/PLTV1/200/index.m3u8?icpid=dxrm1
CCTV-9纪录,http://207.56.13.146:81/cdnlive/cctv9.m3u8
CCTV-11戏曲,http://219.150.217.47:6610/PLTV1/240/index.m3u8?icpid=dxrm1
CCTV-13新闻,http://219.150.217.47:6610/PLTV1/280/index.m3u8?icpid=dxrm1
CCTV-13新闻,http://113.25.252.226:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV老故事-,http://60.10.139.113:8801/hls/74/index.m3u8
CCTV发现之旅,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fxzl
CCTV16,http://1.24.39.180:9003/hls/60/index.m3u8
CCTV风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV怀旧剧场,http://107.150.60.122/live/hjjc.m3u8
CCTV,http://107.150.60.122/live/cctv4k.m3u8
CCTV20241,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
CCTV-央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8
CCTV老故事,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lgs
CCTV-第一剧场,http://207.56.13.146:81/cdnlive/dyjc.m3u8
CHC家庭影院,http://198.204.228.26/live/chcjt.m3u8
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://107.150.60.122/live/chcdz.m3u8
CHC动作电影,http://192.151.150.154/live/chcdz.m3u8
CHC影迷电影,http://47.104.178.59:3566/952383261
CHC影迷电影,http://101.6.130.52:1234/952383261
CHC影迷电影,http://116.236.204.18:1234/952383261
CHC影迷电影,http://110.154.192.76:7788/952383261
CHC影迷电影,http://182.61.15.163:80/952383261
CHC影迷电影,http://192.151.150.154/live/chchd.m3u8
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
东方卫视4K,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
东方卫视4K,https://bp-resource-dfl.bestv.cn/148/3/video.m3u8
湖南卫视4K,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安徽卫视,http://219.150.217.47:6610/PLTV1/1100/index.m3u8?icpid=dxrm1
安徽卫视,http://153.0.171.163:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://112.123.243.37:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://59.39.89.130:60901/tsfile/live/0125_6.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://222.90.21.30:9901/hls/25/index.m3u8
北京卫视,http://219.150.217.47:6610/PLTV1/1020/index.m3u8?icpid=dxrm1
北京卫视,http://153.0.171.163:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://47.104.178.59:3566/630287636
北京卫视,http://110.154.192.76:7788/630287636
北京卫视,http://116.52.173.34:1234/630287636
北京卫视,http://182.61.15.163:80/630287636
北京卫视,http://222.90.21.30:9901/hls/23/index.m3u8
兵团卫视,http://119.88.243.98:17231/956923145
兵团卫视,http://222.90.21.30:9901/hls/65/index.m3u8
兵团卫视,http://47.104.178.59:3566/956923145
兵团卫视,http://116.236.204.18:1234/956923145
兵团卫视,http://110.154.192.76:7788/956923145
兵团卫视,http://182.61.15.163:80/956923145
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
兵团卫视,http://genglei.8866.org:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://219.150.217.47:6610/PLTV1/1340/index.m3u8?icpid=dxrm1
重庆卫视,http://47.104.178.59:3566/738910914
重庆卫视,http://116.236.204.18:1234/738910914
重庆卫视,http://14.153.176.183:1234/738910914
重庆卫视,http://101.6.130.52:1234/738910914
重庆卫视,http://119.88.243.98:17231/738910914
重庆卫视,http://110.154.192.76:7788/738910914
重庆卫视,http://182.61.15.163:80/738910914
重庆卫视,http://153.0.171.163:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://222.90.21.30:9901/hls/69/index.m3u8
重庆卫视,http://222.90.21.30:9901/hls/29/index.m3u8
东方卫视,http://219.150.217.47:6610/PLTV1/980/index.m3u8?icpid=dxrm1
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://47.104.178.59:3566/651632648
东方卫视,http://101.6.130.52:1234/651632648
东方卫视,http://116.236.204.18:1234/651632648
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8
东方卫视,http://110.154.192.76:7788/651632648
东方卫视,http://182.61.15.163:80/651632648
东方卫视,http://153.0.171.163:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://222.90.21.30:9901/hls/20/index.m3u8
东南卫视,http://219.150.217.47:6610/PLTV1/1400/index.m3u8?icpid=dxrm1
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://47.104.178.59:3566/849116810
东南卫视,http://14.153.176.183:1234/849116810
东南卫视,http://153.0.171.163:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://222.90.21.30:9901/hls/30/index.m3u8
大湾区卫视,http://47.104.178.59:3566/608917627
凤凰古城东关门,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
