央视频道,#genre#
老王忆经典,http://154.12.36.187:656/index.php?token=2025&id=9687733&type=douyu
铁血影视汇,http://154.12.36.187:656/index.php?token=2025&id=9649701&type=douyu
尉迟杰影评,http://154.12.36.187:656/index.php?token=2025&id=8850682&type=douyu
史君观影,http://154.12.36.187:656/index.php?token=2025&id=9644669&type=douyu
圈踢动漫,http://154.12.36.187:656/index.php?token=2025&id=1952680&type=douyu
东倾电影,http://154.12.36.187:656/index.php?token=2025&id=8344251&type=douyu
谁语说电影,http://154.12.36.187:656/index.php?token=2025&id=8705754&type=douyu
胥渡吧直播号,http://154.12.36.187:656/index.php?token=2025&id=2040822&type=douyu
松轩说电影,http://154.12.36.187:656/index.php?token=2025&id=1524969&type=douyu
菇菇说过,http://154.12.36.187:656/index.php?token=2025&id=8788687&type=douyu
猎奇笔记本,http://154.12.36.187:656/index.php?token=2025&id=9627172&type=douyu
新手村头号玩家,http://154.12.36.187:656/index.php?token=2025&id=562225&type=douyu
好剧看不停,http://154.12.36.187:656/index.php?token=2025&id=9388938&type=douyu
影视英雄汇,http://154.12.36.187:656/index.php?token=2025&id=10240495&type=douyu
蛋泥动画,http://154.12.36.187:656/index.php?token=2025&id=9312460&type=douyu
有部电影儿,http://154.12.36.187:656/index.php?token=2025&id=9736479&type=douyu
绿阿掌,http://154.12.36.187:656/index.php?token=2025&id=2365&type=douyu
我叫萌迪迪V,http://154.12.36.187:656/index.php?token=2025&id=5354705&type=douyu
英大吉来了,http://154.12.36.187:656/index.php?token=2025&id=9174097&type=douyu
我是一只西瓜啊,http://154.12.36.187:656/index.php?token=2025&id=9065082&type=douyu
老鱼说剧,http://154.12.36.187:656/index.php?token=2025&id=9994377&type=douyu
大蓝雀,http://154.12.36.187:656/index.php?token=2025&id=8656759&type=douyu
楠者电影,http://154.12.36.187:656/index.php?token=2025&id=9485398&type=douyu
长片短解,http://154.12.36.187:656/index.php?token=2025&id=9410946&type=douyu
科学放映室,http://154.12.36.187:656/index.php?token=2025&id=9439712&type=douyu
探奇录,http://154.12.36.187:656/index.php?token=2025&id=9746763&type=douyu
独立鱼电影,http://154.12.36.187:656/index.php?token=2025&id=2413555&type=douyu
植物椿de房间,http://154.12.36.187:656/index.php?token=2025&id=9771247&type=douyu
贝爷求生影视,http://154.12.36.187:656/index.php?token=2025&id=9661369&type=douyu
热影连连看,http://154.12.36.187:656/index.php?token=2025&id=9388931&type=douyu
墨逗电影,http://154.12.36.187:656/index.php?token=2025&id=9614847&type=douyu
九叔说电影v,http://154.12.36.187:656/index.php?token=2025&id=9348282&type=douyu
逗米说电影,http://154.12.36.187:656/index.php?token=2025&id=421222&type=douyu
我为奥迪上黄金,http://154.12.36.187:656/index.php?token=2025&id=9336286&type=douyu
岚FLL,http://154.12.36.187:656/index.php?token=2025&id=9409703&type=douyu
篮球长镜头,http://154.12.36.187:656/index.php?token=2025&id=9399887&type=douyu
郭云神奇,http://154.12.36.187:656/index.php?token=2025&id=8694831&type=douyu
楚哥说电影,http://154.12.36.187:656/index.php?token=2025&id=9375743&type=douyu

浙江频道,#genre#
浙江钱江,http://154.12.36.187:656/index.php?token=2025&id=zjqj
浙江经济生活,http://154.12.36.187:656/index.php?token=2025&id=zjjjsh
浙江教科影视,http://154.12.36.187:656/index.php?token=2025&id=zjjkys
浙江民生休闲,http://154.12.36.187:656/index.php?token=2025&id=zjmsxx
浙江新闻,http://154.12.36.187:656/index.php?token=2025&id=zjxw
浙江少儿,http://154.12.36.187:656/index.php?token=2025&id=zjse
浙江国际,http://154.12.36.187:656/index.php?token=2025&id=zjgj
浙江好易购,http://154.12.36.187:656/index.php?token=2025&id=zjhyg
浙江之江纪录,http://154.12.36.187:656/index.php?token=2025&id=zjzjjl

北京频道,#genre#

北京文艺,http://154.12.36.187:656/index.php?token=2025&id=bjwy
纪实科教,http://154.12.36.187:656/index.php?token=2025&id=jskj
北京影视,http://154.12.36.187:656/index.php?token=2025&id=bjys
北京财经,http://154.12.36.187:656/index.php?token=2025&id=bjcj
北京体育休闲,http://154.12.36.187:656/index.php?token=2025&id=bjty
北京生活,http://154.12.36.187:656/index.php?token=2025&id=bjsh
北京新闻,http://154.12.36.187:656/index.php?token=2025&id=bjxw
卡酷少儿,http://154.12.36.187:656/index.php?token=2025&id=kkse

上海频道,#genre#

上海新闻综合,http://154.12.36.187:656/index.php?token=2025&id=shxwzh
上海新纪实,http://154.12.36.187:656/index.php?token=2025&id=shxjs
上海魔都眼,http://154.12.36.187:656/index.php?token=2025&id=shmdy
上海乐游,http://154.12.36.187:656/index.php?token=2025&id=ly
第一财经,http://154.12.36.187:656/index.php?token=2025&id=shdycj
上海都市频道,http://154.12.36.187:656/index.php?token=2025&id=shdspd
上海五星体育,http://154.12.36.187:656/index.php?token=2025&id=shwxty
东方财经,http://154.12.36.187:656/index.php?token=2025&id=dfcj
上海生活时尚,http://154.12.36.187:656/index.php?token=2025&id=shss
金色学堂,http://154.12.36.187:656/index.php?token=2025&id=jsxt
上海教育,http://154.12.36.187:656/index.php?token=2025&id=shjy
游戏风云,http://154.12.36.187:656/index.php?token=2025&id=yxfy
法治天地,http://154.12.36.187:656/index.php?token=2025&id=fztd

山西频道,#genre#

山西经济,http://154.12.36.187:656/index.php?token=2025&id=sxjj
山西影视,http://154.12.36.187:656/index.php?token=2025&id=sxys
山西社会与法治,http://154.12.36.187:656/index.php?token=2025&id=sxfz
山西文体生活,http://154.12.36.187:656/index.php?token=2025&id=sxwt
山西黄河,http://154.12.36.187:656/index.php?token=2025&id=sxhh

陕西频道,#genre#

陕西新闻资讯,http://154.12.36.187:656/index.php?token=2025&id=xwzx
陕西都市青春,http://154.12.36.187:656/index.php?token=2025&id=dsqc
银龄频道,http://154.12.36.187:656/index.php?token=2025&id=ylpd
秦腔频道,http://154.12.36.187:656/index.php?token=2025&id=qqpd
乐家购物,http://154.12.36.187:656/index.php?token=2025&id=ljgw
移动电视,http://154.12.36.187:656/index.php?token=2025&id=ydds

云南频道,#genre#

耿马综合,http://154.12.36.187:656/index.php?token=2025&id=gmzh
龙陵综合,http://154.12.36.187:656/index.php?token=2025&id=llzh
隆阳综合,http://154.12.36.187:656/index.php?token=2025&id=lyzh
玉溪新闻综合,http://154.12.36.187:656/index.php?token=2025&id=yxzh
玉溪社会与法,http://154.12.36.187:656/index.php?token=2025&id=yxsf
德宏新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=dhxwzhpd
文山综合频道,http://154.12.36.187:656/index.php?token=2025&id=wszhpd
红河综合频道,http://154.12.36.187:656/index.php?token=2025&id=hhzhpd
临沧新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=lcxwzhpd
昭通综合频道,http://154.12.36.187:656/index.php?token=2025&id=ztzhpd
大理新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=dlxwzhpd
丽江新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=ljxwzhpd
怒江新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=njxwzhpd
保山综合频道,http://154.12.36.187:656/index.php?token=2025&id=bszhpd
曲靖综合频道,http://154.12.36.187:656/index.php?token=2025&id=qjzhpd

河南频道,#genre#

河南都市,http://154.12.36.187:656/index.php?token=2025&id=hnds
河南民生,http://154.12.36.187:656/index.php?token=2025&id=hnms
河南法治,http://154.12.36.187:656/index.php?token=2025&id=hmfz
河南电视剧,http://154.12.36.187:656/index.php?token=2025&id=hndsj
河南新闻,http://154.12.36.187:656/index.php?token=2025&id=hnxw
欢腾购物,http://154.12.36.187:656/index.php?token=2025&id=htgw
河南公共,http://154.12.36.187:656/index.php?token=2025&id=hngg
河南乡村,http://154.12.36.187:656/index.php?token=2025&id=hnxc
河南国际,http://154.12.36.187:656/index.php?token=2025&id=hngj
河南梨园,http://154.12.36.187:656/index.php?token=2025&id=hnly
文物宝库,http://154.12.36.187:656/index.php?token=2025&id=wwbk
武术世界,http://154.12.36.187:656/index.php?token=2025&id=wspd
晴彩中原,http://154.12.36.187:656/index.php?token=2025&id=jczy
移动戏曲,http://154.12.36.187:656/index.php?token=2025&id=ydxj
象视界,http://154.12.36.187:656/index.php?token=2025&id=xsj
